CARGO_ID,COLABORADOR_ID,DS_CARGO,DS_LOTACAO,DS_PERIODO,DS_ATIVIDADES,PERCENTUAL,DT_INICIO,DT_FIM,LOTACAO_ID,TIPO_CARGO_ID,TIPO_CARGO_ESPEC_ID,ID_REPRESENTACAO,TERMO_POSSE,TERM_ATTACH_MIMETYPE,TERM_ATTACH_FILENAME,TERM_ATTACH_CHARSET,TERM_ATTACH_LAST_UPDATE,CARGO_ATTACH,CARGO_ATTACH_MIMETYPE,CARGO_ATTACH_FILENAME,CARGO_ATTACH_CHARSET,CARGO_ATTACH_LAST_UPDATE
142,18,Gerente Divisão de Gestão de Tecnologia da Informação,,06/1996 a 12/2001,"Coordenação de processo de informatização de diversas áreas da Celos, com foco na integração entre processos de negócio. Reestruturação da plataforma tecnológica. ",1,01/06/96,31/12/01,1,5,,,[unsupported data type],,,,,[unsupported data type],,,,
143,18,Gerente Divisão de Gestão Previdenciária,,01/2002 a 05/2003,"Responsável pelo controle da concessão de benefícios previdenciários, gestão da folha de pagamento de aproximadamente 5000 participantes assistidos e também pelo controle e calculo das contribuições previdenciárias. Coordenação de reestruturação da área com a implantação de novos controles automatizados e integrados entre os diversos processos. ",1,01/01/02,31/05/03,9,5,,,[unsupported data type],,,,,[unsupported data type],,,,
144,18,Gerente Divisão de Gestão de Investimentos,,05/2003 - Atualmente,"Responsável pelo gerenciamento do investimento dos recursos dos planos de benefícios previdenciários, atualmente no montante de mais de R$3 bilhões. Elaboração de relatórios e apresentações de controle dos investimentos para a Diretoria, Conselho Deliberativo e Comitê de investimentos. Análise de novas oportunidades de investimentos e de novas estratégias que busquem a maximização do retorno e minimização dos riscos. Elaboração de política de investimentos de longo prazo com ajustes anuais conforme o cenário macroeconômico. Coordenação da reestruturação do núcleo financeiro da Celos, com a segregação de atividades administrativas e de investimentos. Participação no processo de normatização dos processos da área de investimentos para adequação aos princípios e controles exigidos pela norma ISO 9001:2008. coordenação dos estudos das características dos planos previdenciários e dos ativos financeiros para possibilitar a segregação dos ativos conforme as características de cada plano. ",1,01/05/03,07/04/17,7,5,,,[unsupported data type],,,,,[unsupported data type],,,,
149,153,Responsável pela folha CELOS,,01/08/2016,"Análise, integração e conciliações da Folha CELOS.",1,,,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
150,153,Auxílio Auditoria,,20/08/2016,Juntada de documentos para a auditoria.,1,,,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
155,148,Desenvolvedor I ,,16/05/2016 - atual,"Realizar o desenvolvimento de sistemas conforme os requisitos estabelecidos; Realizar testes de validação dos sistemas para garantir seu funcionamento frente aos requisitos estabelecidos; Treinar e dar suporte aos usuários de sistemas para que estes consigam utilizar os recursos de TI e sistemas disponíveis de forma otimizada; Gerar informações utilizando base de dados existentes para suporte à tomada de decisão das diversas áreas; Manter a integridade e a segurança dos dados armazenados, garantido a confiabilidade das informações; Validar novas tecnologias na área de TI para atender necessidades internas e/ou exigências de órgãos reguladores; Realizar outras atividades compatíveis com a função quando delegado pelo gestor ou Entidade.",1,16/05/16,,1,2,,,[unsupported data type],,,,,[unsupported data type],,,,
10,5,Gerente Interino,DVGT,01/2014,Gestão da Área,1,01/01/14,31/01/14,1,4,,,[unsupported data type],,,,,[unsupported data type],,,,
16,6,Analista de Sistemas,DVGT,desde de 1992,"Responsável por planejar, coordenar, implementar e manter os sistemas informatizados com o objetivo de auxiliar e facilitar  os processos da Celos.  Zelar pela segurança da informação e prestar suporte e atendimento aos usuários da Celos. De 1995 a 1997 estudo,  analise e migração de todos os Sistemas Corporativos para o Banco de Dados Oracle e uso do Formseport. Em 2005/2006 coordenei as equipes para  construirmos o desenho de todos os processos da CELOS (BPM). Atualmente respondo principalmente pelos Sistemas Previdenciários e Administrativos.",1,,,1,,,,[unsupported data type],,,,,[unsupported data type],,,,
23,3,Analista Sênior,Divisão de Gestão de Tecnologia da Informação,01/01/2006-30/09/2011,"Chefe da Divisão de Gestão de Tecnologia da Informação:	Supervisão das áreas de Desenvolvimento, Manutenção, Administração de Redes e Suporte a Usuários.",1,01/01/06,30/09/11,1,4,,,[unsupported data type],,,,,[unsupported data type],,,,
41,90,Assistente Administrativo,DVGA,07/2013 a 05/2014,Contas a pagar e Folha de Assistidos.,1,01/07/13,31/05/14,4,1,,,[unsupported data type],,,,,[unsupported data type],,,,
82,138,Assistente Administrativo,DVGS,01/06/2015 - 30/11/2015,"Atendimento à ANS, prazos e legislação, ressarcimento ao SUS, transmissão e monitoramento de dados à ANS, DIOPS, SIP, TISS, QUALISS, SIB e NIP, garantias financeiras, PEONA, MS, PMA, PELS, PLA e PPSC, PGA Assistencial, tributos, controle de registros da base assistencial combinado com o Plano Contábil ANS, Contas a pagar e Contas a Receber, controle inadimplência, revisão de PO's (Procedimentos Operacionais)",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
86,10,Auxiliar Administrativo I-A,Divisão Administrativa,01/06/1984 AS 31/08/1995,Recepcionista,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
87,10,Auxiliar de Escritório F ,Divisão Administrativa,01/09/1985 a 30/04/1986,Telefonista ,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
88,10,Auxiliar de Escritório H,Divisão Administrativa,01/05/1986 a 28/02/1987,Telefonista,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
89,10,Auxiliar de Escritório H,Divisão Previdenciária,01/03/1987 a 28/02/1989,Auxiliar ,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
90,10,Auxiliar de Escritório J,Divisão Previdenciária,01/03/1989 a 31/03/1990,Auxiliar,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
91,10,Auxiliar de Administração C,Divisão de Benefícios do Departamento de Previdência e Atuária,01/04/1990 A 31/10/1996,Auxiliar,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
92,10,Técnico Administrativo ,Divisão de Benefícios do Departamento de Previdência e Atuária,01/11/1996 a 31/01/1999,Cadastro,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
93,10,Técnico Administrativo ,Gabinete de Planejamento E Atuária ,01/02/1999 a 31/12/2001,Contribuição,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
94,10,Técnico Administrativo ,Assessoria Atuarial,01/2002 a 30/11/2004,Contribuição,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
95,10,Técnico Administrativo ,Divisão de Gestão Previdenciária ,12/2004 a 31/12/2005,Contribuição/Concessão/Atuarial,1,,,,1,,,[unsupported data type],,,,,[unsupported data type],,,,
96,10,Analista Pleno ,Divisão de Gestão Previdenciária,01/01/2006 a ,Contribuição/Concessão/Atuarial,1,,,,3,,,[unsupported data type],,,,,[unsupported data type],,,,
99,79,Assistente Administrativo ,DVGS,02/2014 - ,"Contas a pagar, contas a receber, reembolso odontológico, faturamento odontológico, inadimplência, transmissão, contato com o participante, gerar cartas cobranças mensais a patrocinadora, acompanhamento e realização de atividades do programa SUA saúde e credenciamento de profissionais autogestão.",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
100,79,Estagiário ,DVGA,01/2012 -01/ 2014,"Contas a Pagar, contas a receber, auxilio no processo de análise de empréstimo e contato com os participantes.",1,,,4,20,,,[unsupported data type],,,,,[unsupported data type],,,,
114,55,Assistente Administrativo,DVGT,03/03/2008 - 01/01/2011,"Suporte ao usuário, instalação e manutenção de sistemas operacionais e aplicativos, treinamento de funcionários, administração de rede....",1,03/03/08,01/01/11,1,1,,,[unsupported data type],,,,,[unsupported data type],,,,
115,55,Administração de Rede e Suporte,DVGT,01/01/2011 - Hoje,"Administrar a rede local, realizar o controle de acesso e monitorar o desempenho de forma a garantir o seu bom funcionamento e segurança; Planejar e desenvolver ações que garantam a segurança das informações; Realizar a viabilidade técnica de softwares e hardwares; Instalar e configurar software e hardware colocando em perfeito funcionamento equipamentos para os diversos usuários da instituição; Instalar, atualizar e otimizar os sistemas operacionais dos servidores de rede (local, contingência e nuvem) mantendo a segurança das informações; Instalar, atualizar e configurar softwares de terceiros; Gerenciar a documentação de hardware, da configuração da rede e da estrutura de comunicação mantendo o acervo de documentos, planilhas e manuais; Acompanhar as tendências do mercado de TI para identificar oportunidades, colher informações e reportar ao Gerente da área para subsidiar a tomada de decisão relativa à infraestrutura de TI da CELOS; Prestar suporte aos utilizadores do ambiente de rede na utilização de softwares de automação de escritório, internet, correio eletrônico e demais softwares instalados, garantindo que estes possam utilizar de forma otimizada os recursos disponíveis; Instalar programas que viabilizem a troca de informações com entidades externas; Definir/planejar atendimento com base em prioridades e riscos associados às diversas atividades; Realizar as atividades necessárias para garantir cópias de segurança (backup) e restauração de dados (restore) de forma a preservar a integridade das informações; e Realizar outras atividades compatíveis com o cargo quando delegada pelo gestor ou Entidade. ",1,01/01/11,,1,2,,,[unsupported data type],,,,,[unsupported data type],,,,
116,105,Analista de Desenvolvimento Oracle,DVGT,01/10/2014 - atual,"Desenvolvimento de sistemas (APEX e PL/SQL), suporte de sistemas, análise de informação, levantamentos de requisitos, extração de relatórios, conhecimento em padrão TISS (ANS).",1,,,1,2,,,[unsupported data type],,,,,[unsupported data type],,,,
117,30,Digitador,DVGS,01/10/1992,"Digitação de todos os processos da área de saúde (farmácia, reembolso, autorizações, faturamento)",1,01/10/92,30/09/96,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
118,30,Assistente Administrativo,DVGS,01/10/1996,"Todas as atividades do setor de reembolso e farmácia, inerente ao cargo na época.",1,01/10/96,31/12/05,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
136,84,Assistente administrativo,,Desde 01/06/2012 ,"Auditoria administrativa e operacional de contas médicas da Rede CELOS (direta) e Unimed (indireta); Suporte à análise e execução dos movimentos de prestadores credenciados - Rede Contratada, Contratos de Reciprocidades, Contratos Patrocinadora (Exames Periódicos, Admissionais, Demissionais e Acidente de Trabalho; Auxiliar na captação de contratos da rede prestadora; Analisar e encaminhar processo de reembolso para pagamento, corrigindo cobranças indevidas já efetuadas aos participantes; Suporte à emissão de comunicação (correspondência ou e-mail) referentes à: glosas para os prestadores credenciado, indeferimento do reembolso aos beneficiários, e cobrança Patrocinadora; Atualização do cadastro de moedas assistenciais, permitindo que o sistema esteja parametrizado de acordo com os valores e normas vigentes; Assegurar o cumprimento da legislação dos Planos de Saúde Suplementar e Regulamentos Assistenciais; Auxiliar no fornecimento de informações para transmissão e conciliação de dados assistenciais para folha de pagamento dos beneficiários (coparticipação); Auxiliar no envio de informações à ANS no monitoramento TISS.",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
228,155,Conselheira Fiscal,,2015-presente,Conselheira Fiscal,1,,,,18,5,,[unsupported data type],,,,,[unsupported data type],,,,
230,146,Conselheiro Fiscal,,2015-presente,Presidente Conselheiro Fiscal,1,,,,18,6,,[unsupported data type],,,,,[unsupported data type],,,,
236,18,Analista Executivo,,,"Atividades relacionadas a tesouraria, Contas a Pagar, CRM, Projetos da Área Administrativa",1,16/03/18,26/10/20,4,5,,,[unsupported data type],,,,,[unsupported data type],,,,
145,68,Assistente administrativo DVGS,,02/2011 à 06/2018,"Faturamento médico(rede própria e Unimed), faturamento odontológico (Uniodonto e rede própria), Reembolso médico, medicamento e odontológico. Faturamento psicólogo, contrato de reciprocidade, cobrança de convênios, autorização médica e odontológica, protocolo de documentos, farmácia, inadimplência, contas a receber, ressarcimento sus, programa sua saúde.",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
146,153,Conciliação bancária,,20/06/2016,"Realizar a conciliação bancária, organizando documentos e relatórios.",1,,,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
147,143,Assitencial,,04/01/2016,"Negociação de contratos, avaliação regulação e legislação assistencial, Analise e avalição de impactos e custos. Melhoria dos sistemas da área, analise gerencial e Processos da área. ",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
151,153,Tributos e obrigações acessórias,,08/2016,"Análise  dos dados para emissão das obrigações acessórias ; Análise dos Informes de rendimentos , para transmissão da DIRF; Análise e geração da base de cálculo para PIS e da COFINS; Análise das retenções de tributos sobre documentos recebidos da tesouraria e das áreas; Acompanhamento do Portal da Receita Federal; Suporte as áreas para correto lançamento dos sistemas controle financeiro, faturamento, contas a receber e contas a pagar;",1,,,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
154,52,Cadastro,,desde 01/11/2016,"Responsável pelo recebimento e baixa nos sistemas de Malote, Cadastro e Sesuíte de documentos e carteiras, inscrições e cancelamentos dos planos de saúde e previdenciário, aposentadorias e pensões, além de todos os requerimentos utilizados pela Fundação, sendo importante sua análise, auditoria, resposta e inserção de indicativos no sistema. Controle e baixa dos cartões da UNIMED e REDE CELOS e inscrição e renovação de dependentes universitários.    ",1,,,8,2,,,[unsupported data type],,,,,[unsupported data type],,,,
208,202,Assistente Administrativo,,23/07/2018,Conciliação contábil das contas assistenciais.,1,23/07/18,05/11/19,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
209,104,Analista Jr. - Gestão Estratégica,,07/2018 - atual,"Orientação aos usuários do sistema de Gerenciamento de Projetos / Orientação aos Gerentes de Projetos e membros de equipes no planejamento e execução dos projetos / Disseminação da metodologia, melhores práticas e cultura de gerenciamento de projetos / Acompanhamento da execução das atividades nos projetos e emissão de relatórios à Gerência da área / Elaboração de formulários com base na Metodologia de Gerenciamento de Projetos / Participação em projetos estratégicos e grupos de trabalho / Elaboração de relatórios, memorandos, manuais, entre outros documentos / Atendimento de rotinas administrativas e demandas recebidas pela área / Controle e acompanhamento dos ofícios encaminhados ao órgão fiscalizador / Acompanhamento da execução do Plano Estratégico da Fundação / Acompanhar o processo de comunicação e fiscalização entre a PREVIC e a CELOS, contribuindo com o atendimento das demandas / Contribuir com a elaboração de documentos institucionais / Atualização do cadastro dos membros dos órgãos estatutários no CANDPrevic / Contribuir com a execução de Programas Institucionais sob a responsabilidade da DVGE.",1,01/07/18,30/04/19,2,2,,,[unsupported data type],,,,,[unsupported data type],,,,
158,61,Consultor de Relacionamento III,,01/01/2017,"Prestar atendimento presencial, telefônico e eletrônico, aos Participantes Ativos e Assistidos dos Planos Previdenciários, bem como aos Beneficiários dos Planos Assistenciais da CELOS; Atender as solicitações dos Participantes originadas no Fale Conosco, dar as devidas respostas e direcionamentos dos chamados abertos; Analisar as respostas encaminhadas pelas áreas técnicas e desenvolver as respostas de forma compreensível aos Participantes e Beneficiários; Receber, analisar e gerar requerimentos/formulários disponíveis no Autoatendimento relativos aos Planos Previdenciários; Realizar a emissão de documentos disponíveis no Autoatendimento no que se refere às informações cadastrais e Imposto de Renda; Realizar a emissão de documentos disponíveis no Autoatendimento no que se refere às informações dos Planos de Saúde; Conferir e distribuir aos Beneficiários os cartões do Plano CELOS Saúde (Rede Unimed e Rede CELOS); Receber e analisar os atestados de matrículas a fim de efetuar a revalidação dos dependentes universitários dos Beneficiários do Plano CELOS Saúde; Realizar o registro dos atendimentos prestados por meio do Fale Conosco relativos às solicitações dos Participantes, Assistidos e Pensionistas dos Planos Previdenciários, bem como dos Beneficiários dos Planos Assistenciais; Prestar atendimento aos Participantes Ativos e Assistidos referente ao empréstimo (adiantamento de abono, simulações, renovações e repactuações); Manter atualizado e propor melhorias nos Regulamentos, Manual do Atendente e Cartilhas; Aplicar as políticas de atendimento com o objetivo de melhorar a satisfação dos clientes e a percepção com relação à CELOS; Acompanhar as alterações de legislação (PREVIC e ANS) que resultam em atualizações no Portal, alteração no atendimento prestado e alterações regulamentares, a fim de prestar informações atualizadas aos Participantes e Beneficiários; Interpretar o interesse dos Participantes para sugerir melhorias nos processos operacionais e de atendimento; Prestar suporte à comunicação e revisar as matérias divulgadas nos canais de comunicação da CELOS, em especial o Jornal online; Identificar e propor atualizações no Portal, no CRM e no sistema de malote; Contribuir com a execução do Programa de Educação Financeira e Previdenciária da CELOS; e Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou Entidade. ",1,01/01/17,,8,2,,,[unsupported data type],,,,,[unsupported data type],,,,
123,82,ASSISTENTE ADMINISTRATIVO ,DVGC,22/02/2012,"Análise, integração e conciliações das Folhas de Assistidos e CELOS, Patrimônio, Investimento, Empréstimo, Depósitos Judiciais, e benefícios;  Análise e cobrança do PGA do Assistencial ao Previdenciário;  Envio das informações para o atuário interno para cálculo das reservas do mês; Análise e validação contábil do balancete mensal Previdenciário e encaminhamento do balancete à PREVIC. Análise da integração  e configurações do CAP, CAR, CAF, CFINAN, Faturamento, assim como suporte as áreas para correto lançamento dos sistemas ; Auxílio e suporte a auditorias interna e externa; Parametrização de novos sistemas pertinentes a integração e geração de informações a contabilidade; Realizar ações para área de comunicação; ",1,,,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
138,5,Gerente de área,,a partir de 15/10/2015,"Atividades gerenciais , DBA, Analista de sistemas",1,15/10/15,31/10/20,1,4,,,[unsupported data type],,,,,[unsupported data type],,,,
172,116,Conselheiro Deliberativo Suplente,,06/12/1995 a 10/11/1996,"Conselheiro Deliberativo Suplente. Participar das atividades de competência do Conselho Deliberativo; Solicitara inclusão de matéria em pauta; Propor ou requerer esclarecimentos necessários à melhor apreciação e votação das matérias de competência do Conselho Deliberativo; Pedir adiamento de deliberação, para exame de matéria ou processo submetido ao Conselho, mediante requerimento justificado dirigido ao Presidente, devendo apresentar seu parecer ou voto na sessão seguinte; Apresentar moção ou proposição sobre assunto de interesse do sistema de previdência complementar operado pelas Entidades Fechadas de Previdência Complementar; Compor comissões especiais ou grupos de trabalho; Relatar matérias, processos e expedientes, elaborando parecer; Desenvolver outras atividades atribuídas pelo Presidente do Conselho Deliberativo; Na assunção do cargo, término da gestão, afastamento, todos os membros do Conselho Deliberativo apresentarão declaração de bens e direitos, à CELOS, nos termos dos normativos vigentes, incluindo a Declaração de Renda do último exercício; Prestar informações, fornecer subsídios e apresentar parecer acerca de matérias sobre as quais detenha conhecimento notório ou específico, quando solicitado.",1,06/12/95,10/11/96,,18,2,1,[unsupported data type],application/pdf,Termo de Posse COD 02 1995.pdf,,23/12/19,[unsupported data type],,,,
173,116,Conselheiro Deliberativo Suplente,,27/01/2012 a 31/12/2015,"Conselheiro Deliberativo Suplente: Participar das atividades de competência do Conselho Deliberativo; Solicitara inclusão de matéria em pauta; Propor ou requerer esclarecimentos necessários à melhor apreciação e votação das matérias de competência do Conselho Deliberativo; Pedir adiamento de deliberação, para exame de matéria ou processo submetido ao Conselho, mediante requerimento justificado dirigido ao Presidente, devendo apresentar seu parecer ou voto na sessão seguinte; Apresentar moção ou proposição sobre assunto de interesse do sistema de previdência complementar operado pelas Entidades Fechadas de Previdência Complementar; Compor comissões especiais ou grupos de trabalho; Relatar matérias, processos e expedientes, elaborando parecer; Desenvolver outras atividades atribuídas pelo Presidente do Conselho Deliberativo; Na assunção do cargo, término da gestão, afastamento, todos os membros do Conselho Deliberativo apresentarão declaração de bens e direitos, à CELOS, nos termos dos normativos vigentes, incluindo a Declaração de Renda do último exercício; Prestar informações, fornecer subsídios e apresentar parecer acerca de matérias sobre as quais detenha conhecimento notório ou específico, quando solicitado.",1,27/01/12,31/12/15,,18,2,1,[unsupported data type],application/pdf,Termo de Posse COD 28 2012.PDF,,23/12/19,[unsupported data type],,,,
175,174,Analista de Investimentos,,05/06/2017 - atual,"Análises de demonstrações financeiras, análise de indicadores, acompanhamento e avaliação de fundos de investimentos, apresentar opções de aplicação de investimentos. Análise de precificação de ativos, análise da carteira de fundos de investimentos. Responsável pela comunicação da área de investimentos.",1,,,7,2,,,[unsupported data type],,,,,[unsupported data type],,,,
177,178,Faturamento,,22/06/2017,"Faturamento, convênio farmácia e programa REAJA.",1,,,3,1,,,[unsupported data type],,,,,[unsupported data type],,,,
180,168,Analista de Gestão de Riscos e Auditoria ,,Atual ,"Análise dos procedimentos da Entidade, visando à identificação e classificação dos tipos de riscos envolvidos, a avaliação dos controles existentes e a recomendação de novos controles, quando necessário. Encaminhamento às gerências as fragilidades identificadas nos procedimentos e emitir recomendações, acompanhando a implantação de acordo com os prazos definidos. Elaboração do relatório de controles internos, por meio de análise de riscos operacionais em decorrência dos pontos de controles mapeados. Realização de auditoria interna nas diversas áreas da instituição, com base no plano anual de auditoria. Identificação e organização de dados da área, elaborações de relatórios e apresentações, consolidação de informações e demais atividades da área.",1,,,5,2,,,[unsupported data type],,,,,[unsupported data type],,,,
45,137,Analista Junior ,DVGA ,02/02/2015,"Elaborar a folha de pagamento dos Assistidos CELESC/CELOS, administrando sua operacionalização com atividades tais como: inclusão no cadastro de novos assistidos, realizando a importação das bases dos benefícios enviados pela área previdenciária, fazendo o procedimento dos descontos que constam no faturamento para que sejam abrangidos no cálculo da folha. Manter-se atualizado perante a legislação fiscal e previdenciária para atender aos novos requisitos legais. Dar suporte na adequação de fórmulas dos sistemas previdenciários.  Elaborar, gerar e executar planilhas do piso CELESC, para cobrança junto à patrocinadora.   Manter valor de benefício diferenciado (com base no tempo não comprovado, porém cadastrado), informando à área atuarial para que as reservas geradas na área atuarial estejam com as bases corretas. Preparar planilhas para execução dos processos de pagamento da folha de assistidos. Elaborar a geração do arquivo bancário da folha de assistidos para que os depósitos sejam feitos nas contas dos participantes. Executar processos para depósito em juízo, referente à folha de assistidos quando determinado pela área jurídica. Emitir de relatórios de pagamentos relativos à folha para associações e área contábil CELOS. Contribuir juntos com as demais áreas, para geração da DIRF da folha de Assistidos. Efetuar o reajuste anual na folha de assistidos conforme regulamento vigente. Cálculo do Abono Anual. Realizar outras atividades compatíveis com o cargo. Dar suporte à gerência, elaborando relatórios gerenciais e estatísticos, processando e analisando informações para a tomada de decisão.  ",1,02/02/15,01/07/17,4,2,,,[unsupported data type],,,,,[unsupported data type],,,,
133,93,Estagiário,,19/08/2013 à 01/12/2014,"Estagiária na área da Previdência do dia 19/08/2013 ao dia 01/12/2013 - sendo transferida ainda como estagiária para a área Assistencial do período 01/12/2013 à 31/01/2014.  Rotinas da área previdenciária, apoio Administrativo Previdenciário, auxiliando os Assistentes e Analistas da área nas rotinas operacionais dos mesmo, como envio de documentação a diretoria, protocolo, conferencia de cadastros e informações dos usuários, confecções de carteirinhas etc. Atividades estas descritas no PO.7 ",1,,,9,20,,,[unsupported data type],,,,,[unsupported data type],,,,
160,185,Qualidade,,,Responsável pelo SGQ,1,04/10/17,16/08/20,5,2,,,[unsupported data type],,,,,[unsupported data type],,,,
152,163,Assistente Administrativo - Contábil,,05/12/2016,"Preparar a documentação contábil, organizando, numerando, conferindo e arquivando os documentos emitidos pelos prestadores de serviços de acordo com a movimentação bancária para facilitar o acesso aos documentos pagos e a futura digitalização destes.  Realizar a conciliação das contas contábeis fazendo a conferência dos valores importados para a contabilidade verificando se os saldos das contas contábeis de ativo e de passivo estão iguais aos saldos dos relatórios gerenciais visando a validação da informação integrada.  Encaminhar as informações de Balancetes à PREVIC e Declarações à Receita Federal (após validadas pela gerência) de acordo com os sistemas disponibilizados pelos órgãos citados para cumprimento da legislação vigente.  Conferir a retenção dos tributos de acordo com os documentos fiscais emitidos pelos prestadores de serviços verificando a adequação destes com a legislação vigente visando o correto recolhimento dos tributos à Receita Federal e Prefeitura.  Prestar suporte nas integrações de sistemas, atuando como canal de comunicação com as demais áreas objetivando o correto lançamento contábil.  Elaborar correspondências e memorandos.  Realizar outras atividades compatíveis com a função, quando solicitado pelo gestor ou entidade.",1,05/12/16,31/10/20,6,1,,,[unsupported data type],,,,,[unsupported data type],,,,
159,80,Gerente,,10/2016 - atual,PREENCHER,1,,,9,15,,,[unsupported data type],,,,,[unsupported data type],,,,
166,106,Conselheiro Deliberativo,,30/01/2008 a 31/12/2009,Conselheiro Deliberativo,1,30/01/08,31/12/09,,18,1,1,[unsupported data type],,,,,[unsupported data type],,,,
167,106,Conselheiro Deliberativo Suplente,,28/01/2010 a 25/03/2011,Conselheiro Deliberativo,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
169,106,Diretor Presidente,,22/01/2015 - presente,Diretor Presidente,1,22/01/15,31/12/18,11,19,7,1,[unsupported data type],application/pdf,Termo de Posse DEX 55 2015.pdf,,04/01/19,[unsupported data type],,,,
170,171,Conselheiro Deliberativo Suplente,,25/10/2016 - presente,Conselheiro Deliberativo Suplente,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
171,117,Conselheiro Deliberativo,,17/01/2014 - presente,Conselheiro Deliberativo,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
182,20,Faturamento/Contas a Receber,, 3 anos,Faturamento  Contas a Receber,1,,,4,3,,,[unsupported data type],,,,,[unsupported data type],,,,
186,92,Contas a Pagar / Receber e Tesouraria Assistencial,,Desde Março/2017,"Contas a Pagar: Alimentar planilha de controle e conferir os prazos de pagamentos dos processos; Recebimento das áreas da CELOS de Nota Fiscal ou Documento solicitando a realização de pagamento; Conferência dos documentos recebido, respeitando data de vencimento, valor, dados bancários entre outros, e  com assinaturas e autorizações das gerências para baixas dos documentos; Lançamento no sistema Contas a Pagar CM, utilizando o desembolso adequado para cada espécie de serviço.   Contas a Receber: Lançamento do documento no sistema Contas a Receber para o fechamento de caixa na tesouraria.   Tesouraria Assistencial: Gestão do fluxo de caixa das contas-correntes; Controle e identificação das movimentações dos processos de pagamento da tesouraria e extratos bancários; Baixa dos pagamentos e emissão de recibos e boletos; Conciliação bancária; Solicitação de recursos e realização de pagamentos; Emissão de relatórios.",1,,,4,1,,,[unsupported data type],,,,,[unsupported data type],,,,
187,131,Conselheiro Deliberativo Suplente,,05/02/2015 a 31/12/2017,Conselheiro Deliberativo Suplente,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
197,106,Conselheiro Deliberativo,,25/03/2011 a 31/12/2013,Assumiu titularidade visto que o Antônio Linhares pediu licença.  Ata COD 06/2011,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
210,68,ANALISTA FINANCEIRO,,07/2018 à atual,"Análise de crédito, contas a pagar e receber, obrigações ANS, inadimplência, cobrança patrocinadora, gestão de contratos de terceiros, controle de arquivos morto RBM, monitor de qualidade, gestão de contrato 0800 - Qualirede e do Programa Sua Saúde",1,01/07/18,31/08/19,3,2,,,[unsupported data type],,,,,[unsupported data type],,,,
219,131,Presidente Conselho Deliberativo,,11/01/2018-presente,Presidente Conselho Deliberativo,1,,,,18,,,[unsupported data type],,,,,[unsupported data type],,,,
